License Number,License Type,License Type Code,License Status,License Status Code,Issued Date,Effective Date,Expiration Date,Application Number,SEE Category,Entity Name,DBA,Location ID,Address Line 1,Address Line 2,City,State,Zip Code,County,Region,Latitude,Longitude,Business Website,Operational Status,Business Purpose,Tier Type,Processor Type,Cultivation Indoor,Cultivation Outdoor,Cultivation Mixed Light,Cultivation Combination,Cultivation Activities Drying Curing,Cultivation Activities Storage,Cultivation Activities Packaging,Cultivation Activities Waste Rendering,Processing Activities Extraction,Processing Activities Blending and Infusing,Processing Activities Packaging and Labeling,Processing Activities Branding,Retail Activities Sales with Delivery,Retail Activities Sales No Delivery,Retail Activities Non-Cannabis Products,Retail Activities Drive Thru,Retail Date Opened to Public,Primary Contact Name
OCM-MICR-24-000078,Adult-Use Microbusiness License,OCMMICR,Active,LICACT,05/13/2024 12:00:00 AM,05/13/2024 12:00:00 AM,05/13/2026 12:00:00 AM,OCMMICR-2023-000348,Women-Owned Business,Magnifier Farms LLC,,63CD1292-D64E-4F82-930A-A9E6ACB6D841,,,,,,Ontario,Finger Lakes,,,,Active,"Adult-Use Cultivation, Adult-Use Processing, Adult-Use Distribution",,,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,,Jennifer Sisbarro
,Adult-Use Retail Dispensary License,OCMRETL,In-Process,Pending,,,,OCMRETL-2023-000539,,MAIN ST CONVENIENCE STORE 1 CORP,,909F5693-C906-4C5E-8DA8-EFAB865F0340,388 Main St,,Poughkeepsie,NY,12601,Dutchess,Mid-Hudson,41.702111,-73.923918,,Non-Operational,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,Abdu Azez
OCM-CULT-24-000048,Adult-Use Cultivator License,OCMCULT,Active,LICACT,02/20/2024 12:00:00 AM,02/20/2024 12:00:00 AM,02/20/2026 12:00:00 AM,OCMCULT-2023-000006,,Main Street Farms 2 LLC,,98CDA246-4B54-4306-9F50-573525CD874C,,,,,,Cortland,Central NY,,,,Active,Adult-Use Cultivation,CCULT_OUTDOOR_T4,,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,Allan Gandelman
OCM-CULT-24-000048,Adult-Use Cultivator License,OCMCULT,Active,LICACT,02/20/2024 12:00:00 AM,02/20/2024 12:00:00 AM,02/20/2026 12:00:00 AM,OCMCULT-2023-000006,,Main Street Farms 2 LLC,,4337BDE9-00F1-458D-8336-88FDFBFE07FE,,,,,,Cortland,Central NY,,,,Active,Adult-Use Cultivation,CCULT_OUTDOOR_T4,,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,,Allan Gandelman
OCM-CULT-24-000048,Adult-Use Cultivator License,OCMCULT,Active,LICACT,02/20/2024 12:00:00 AM,02/20/2024 12:00:00 AM,02/20/2026 12:00:00 AM,OCMCULT-2023-000006,,Main Street Farms 2 LLC,,DEA7209D-81E3-451A-8EFD-F4882F0BAB09,,,,,,Cortland,Central NY,,,,Active,Adult-Use Cultivation,CCULT_OUTDOOR_T4,,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,,Allan Gandelman
,Adult-Use Microbusiness License,OCMMICR,In-Process,Pending,,,,OCMMICR-2023-000095,,Mamas 420 Garden LLC,,E78FA0BD-EF4C-4506-BBDD-9CD4A25BA940,,,,,,Cattaraugus,Western NY,,,www.mamas420garden.com,Non-Operational,"Adult-Use Cultivation, Adult-Use Processing, Adult-Use Distribution",,,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,,Krystal Gruppuso
,Adult-Use Retail Dispensary License,OCMRETL,In-Process,Pending,,,,OCMRETL-2023-000370,,Mama Smokez inc.,Conveniently Social,B1ADA733-3240-490D-BA7A-4F2C3C914645,2230 College Point Blvd,S3,Flushing,NY,11356,Queens,Queens,40.77936,-73.846156,,Non-Operational,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,Ekaterina Diaz
OCM-MICR-24-000098,Adult-Use Microbusiness License,OCMMICR,Active,LICACT,06/21/2024 12:00:00 AM,06/21/2024 12:00:00 AM,06/21/2026 12:00:00 AM,OCMMICR-2023-000573,Service-Disabled Veteran-Owned Business,MAMBO WELLNESS INC.,,33FA6173-96A8-43FB-85B5-C0E7F49C9B02,,,,,,Monroe,Finger Lakes,,,,Active,"Adult-Use Cultivation, Adult-Use Processing, Adult-Use Distribution",,,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,,James Laverty
OCM-RETL-24-000067,Adult-Use Retail Dispensary License,OCMRETL,Active,LICACT,04/18/2024 12:00:00 AM,04/18/2024 12:00:00 AM,04/18/2026 12:00:00 AM,OCMRETL-2023-001862,Minority-Owned Business,MamitaJoy LLC,,8548121A-949B-4FC7-B04C-C0E15C4B85E4,5520 103rd St,,Corona,NY,11368,Queens,Queens,40.740354,73.856642,,Active,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,Maria Caballero
OCM-RETL-24-000118,Adult-Use Retail Dispensary License,OCMRETL,Active,LICACT,06/21/2024 12:00:00 AM,06/21/2024 12:00:00 AM,06/21/2026 12:00:00 AM,OCMRETL-2023-000524,Women-Owned Business,"Mammoth Business, LLC",Mammoth Cannabis,D7CE3647-0202-4D10-9FE4-F2B4A0F36381,212 Ohio St,,Buffalo,NY,14204,Erie,Western NY,42.8717114,-78.8703718,www.mammothcanna.com,Active,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,Michael Santillo
OCM-PROC-24-000150,Adult-Use Processor License,OCMPROC,Active,LICACT,10/17/2024 12:00:00 AM,10/17/2024 12:00:00 AM,10/17/2026 12:00:00 AM,OCMPROC-2023-000319,Women-Owned Business,"Mandeville Lily, LLC",,90C0F042-A005-4299-84C6-EEFBBA4920EE,333 Bronx River Road,Suite 615,Yonkers,NY,10704,Westchester,Mid-Hudson,40.9112,73.8538,,Active,Adult-Use Processing,,"Packaging; Labeling and Branding, including for the exclusive performance of white labeling agreements",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,Tanya Osborne
,Adult-Use Retail Dispensary License,OCMRETL,In-Process,Pending,,,,OCMRETL-2023-001343,,MANHATTAN ECONOMICS LLC,,599A3CD8-3760-44FC-98E9-15080D319039,376 Mclean Ave,,Yonkers,NY,10705,Westchester,Mid-Hudson,40.909584,-73.888885,,Non-Operational,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,Karen Melchionda
,Adult-Use Retail Dispensary License,OCMRETL,In-Process,Pending,,,,OCMRETL-2023-001468,,MANOR CANNA LLC,,3DAE95B9-31AF-4225-B4C7-C8053CC0F444,618 Old Route 17,,Livingston Manor,NY,12758,Sullivan,Mid-Hudson,41.903161,-74.824188,,Non-Operational,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,Jennifer Grossman
,Adult-Use Cultivator License,OCMCULT,In-Process,Pending,,,,OCMCULT-2023-000366,,Marco A Quijada,,53249016-9219-429F-8B20-19C603CDE2B1,,,,,,Washington,Capital District,,,,Non-Operational,Adult-Use Cultivation,CULT_INDOOR_T2,,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,,Marco Quijada
,Adult-Use Retail Dispensary License,OCMRETL,In-Process,Pending,,,,OCMRETL-2023-000969,,mariam candy & news inc,,F6051402-955B-4E57-8E96-A272FC960FA4,381 1st Ave,,New York,NY,10010,New York,Manhattan,40.736542,-73.9790714,,Non-Operational,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,Gurdip Josan
OCM-CULT-24-000033,Adult-Use Cultivator License,OCMCULT,Active,LICACT,04/11/2024 12:00:00 AM,04/11/2024 12:00:00 AM,04/11/2026 12:00:00 AM,OCMCULT-2023-000266,,marissa hemp acres inc,,00447395-D781-43D1-B873-4DF57A4EFD48,,,,,,Sullivan,Mid-Hudson,,,,Active,Adult-Use Cultivation,CCULT_OUTDOOR_T4,,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,,Richard Depalma
OCM-DIST-24-000038,Adult-Use Distributor License,OCMDIST,Active,LICACT,06/21/2024 12:00:00 AM,06/21/2024 12:00:00 AM,06/21/2026 12:00:00 AM,OCMDIST-2023-000239,,marissa hemp acres inc,,FA4C9245-5420-4EF0-9F7B-DE610C787CD0,167 Knobb Hill Road,,Wurstboro,NY,12790,Sullivan,Mid-Hudson,41.554166,-74.584444,,Active,Adult-Use Distribution,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Richard Depalma
OCM-PROC-24-000038,Adult-Use Processor License,OCMPROC,Active,LICACT,06/12/2024 12:00:00 AM,06/12/2024 12:00:00 AM,06/12/2026 12:00:00 AM,OCMPROC-2023-000334,,marissa hemp acres inc,,2A73D0AC-B3CE-4180-B5B1-487CC7CB9BB0,167 Knobb Hill Road,,Wurstboro,NY,12790,Sullivan,Mid-Hudson,41.554166,-74.584444,,Active,Adult-Use Processing,,"Infusing and Blending; and Packaging, Labeling and Branding",0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,,Richard Depalma
OCM-RETL-24-000192,Adult-Use Retail Dispensary License,OCMRETL,Active,LICACT,10/09/2024 12:00:00 AM,10/09/2024 12:00:00 AM,10/09/2026 12:00:00 AM,OCMRETL-2023-000473,,Market Stores WNY LLC,Green Market,CC8E5156-9BA3-4700-BB7B-18E458434B83,2445 Allen Ave,,Niagara Falls,NY,14303,Niagara,Western NY,43.0840208,-79.0314698,https://greenmarketwny.com/,Active,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,Anthony Santarosa
,Adult-Use Retail Dispensary License,OCMRETL,In-Process,Pending,,,,OCMRETL-2023-000863,,Mark L Cold,Society of the Seven Sages,B7E96858-5CAC-440D-BCBC-6119A7BD71FB,656 South Ave,,Rochester,NY,14620,Monroe,Finger Lakes,43.14276,77.60433,www.societyofthesevensages.com,Non-Operational,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,Mark Cold
OCM-MICR-24-000007,Adult-Use Microbusiness License,OCMMICR,Active,LICACT,02/28/2024 12:00:00 AM,02/28/2024 12:00:00 AM,02/28/2026 12:00:00 AM,OCMMICR-2023-000429,Individuals from a community disproportionately impacted by the enforcement of cannabis prohibition,Mark Turk Farms LLC,,6D730FCE-2C40-4EEF-9AFB-55DD5F6E6D37,25 Railroad Ave,,Roscoe,NY,12776,Sullivan,Mid-Hudson,41.93108,-74.91143,,Active,"Adult-Use Cultivation, Adult-Use Processing, Adult-Use Distribution, Adult-Use Retail Sales",,,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,,Mark Turkheimer
OCM-MICR-24-000157,Adult-Use Microbusiness License,OCMMICR,Active,LICACT,09/12/2024 12:00:00 AM,09/12/2024 12:00:00 AM,09/12/2026 12:00:00 AM,OCMMICR-2023-000738,Women-Owned Business,Mary L Strassheim,Hipcrop,D3E4F5C3-9BE4-4FEB-A912-06A6ABE92111,,,,,,Tompkins,Southern Tier,,,,Active,"Adult-Use Cultivation, Adult-Use Processing, Adult-Use Distribution",,,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,,Mary Strassheim
,Adult-Use Microbusiness License,OCMMICR,In-Process,Pending,,,,OCMMICR-2023-000147,,MATTHEW BURKE,,3DAA06A7-D913-4BA2-B348-BF8773856B94,2 Ann St,,Amsterdam,NY,12010,Montgomery,Mohawk Valley,42.9499,-74.21258,,Non-Operational,"Adult-Use Cultivation, Adult-Use Processing, Adult-Use Distribution, Adult-Use Retail Sales",,,1,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,,Lee Kindlon
,Adult-Use Retail Dispensary License,OCMRETL,In-Process,Pending,,,,OCMRETL-2023-002174,,MCCO Empire State LLC,Motherland Cannabis Company NY,84CC2204-A9EF-4990-83D8-CF37A8BEDF65,1325 Southern Blvd,Store 1,Bronx,NY,10459,Bronx,Bronx,40.831404,-73.891647,,Non-Operational,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,Stanley Okoye
,Adult-Use Retail Dispensary License,OCMRETL,In-Process,Pending,,,,OCMRETL-2023-001751,,"MCM Consolidated, LLC",,3BC78429-BDCF-4070-B4D3-A474B68998EF,472 Lorimer St,Store Front,Brooklyn,NY,11206,Kings,Brooklyn,40.710876,-73.948738,,Non-Operational,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,Mohsin Mohamed
OCM-CAURD-24-000171,Conditional Adult-Use Retail Dispensary License,OCMCAURD22,Active,LICACT,07/19/2024 12:00:00 AM,07/19/2024 12:00:00 AM,07/19/2026 12:00:00 AM,OCMCAURDP-2023-000091,,McPhee's Smoke Shop & More LLC,,156770,345 Main St Ste 2,,Hudson Falls,NY,12839,Washington,Capital Region,,,,Active,AdultUseRetail,,,,,,,,,,,,,,,,,,,09/27/2024 12:00:00 AM,Belinda Mcphee
OCM-CULT-24-000047,Adult-Use Cultivator License,OCMCULT,Active,LICACT,05/10/2024 12:00:00 AM,05/10/2024 12:00:00 AM,05/10/2026 12:00:00 AM,OCMCULT-2023-000076,Service-Disabled Veteran-Owned Business,MDCAPMD LLC,Patriot Farms,75CE3441-E5C3-4DC3-9562-B61C8E2B9B3C,,,,,,Monroe,Finger Lakes,,,,Active,Adult-Use Cultivation,CCULT_OUTDOOR_T2,,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,,Meaghan Capuano
OCM-CULT-24-000072,Adult-Use Cultivator License,OCMCULT,Active,LICACT,04/12/2024 12:00:00 AM,04/12/2024 12:00:00 AM,04/12/2026 12:00:00 AM,OCMCULT-2023-000207,,MDI Properties LLC,SunSlope,708A8939-5637-4FE5-AA9C-2BA067B90A24,,,,,,Tompkins,Southern Tier,,,,Active,Adult-Use Cultivation,CCULT_OUTDOOR_T4,,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,,Michael Maione
OCM-CULT-24-000072,Adult-Use Cultivator License,OCMCULT,Active,LICACT,04/12/2024 12:00:00 AM,04/12/2024 12:00:00 AM,04/12/2026 12:00:00 AM,OCMCULT-2023-000207,,MDI Properties LLC,SunSlope,E8F2AF35-DA6D-44DD-A248-3359A52E5220,,,,,,Broome,Southern Tier,,,,Active,Adult-Use Cultivation,CCULT_OUTDOOR_T4,,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,,Michael Maione
OCM-PROC-24-000149,Adult-Use Processor License,OCMPROC,Active,LICACT,10/16/2024 12:00:00 AM,10/16/2024 12:00:00 AM,10/16/2026 12:00:00 AM,OCMPROC-2023-000237,,MDI Properties LLC,,E755B41B-128D-4646-AB3F-ADADCDD30D19,2616 Ashton Ct,,Endicott,NY,13760,Broome,Southern Tier,42.0744,76.0219,,Active,Adult-Use Processing,,"Packaging; Labeling and Branding, including for the exclusive performance of white labeling agreements",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,Michael Maione
,Adult-Use Retail Dispensary License,OCMRETL,In-Process,Pending,,,,OCMRETL-2023-001837,,MEADOW FLOWER LLC,,8C7C3C50-0056-443E-AD95-0570F07124E1,208 Front St,,Owego,NY,13827,Tioga,Southern Tier,42.102692,-76.260029,,Non-Operational,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,Brian Haynes
OCM-CAURD-24-000166,Conditional Adult-Use Retail Dispensary License,OCMCAURD22,Active,LICACT,07/12/2024 12:00:00 AM,07/12/2024 12:00:00 AM,07/12/2026 12:00:00 AM,OCMCAURDP-2024-000017,,"MedaBlue, LLC",Green Genius NYC,148256,214 3rd Ave,,New York,NY,10003,New York,Manhattan,,,,Active,AdultUseRetail,,,,,,,,,,,,,,,,,,,,Michael James
OCM-CULT-24-000162,Adult-Use Cultivator License,OCMCULT,Active,LICACT,09/11/2024 12:00:00 AM,09/11/2024 12:00:00 AM,09/11/2026 12:00:00 AM,OCMCULT-2024-000042,,Medfarm Inc,,D44F5AD6-E490-4787-9338-B18C40F17519,,,,,,Dutchess,Mid-Hudson,,,Medfarminc.com,Active,Adult-Use Cultivation,CCULT_MIXED_T2,,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,,Jon Okenfus
,Adult-Use Distributor License,OCMDIST,In-Process,Pending,,,,OCMDIST-2024-000030,,Medfarm Inc,,9A6C8B29-DC47-4D4B-B06B-E2D3B70144DB,884-886 Noxon Rd,,Poughkeepsie,NY,12603,Dutchess,Mid-Hudson,41.64391,-73.798253,Medfarminc.com,Non-Operational,Adult-Use Distribution,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Jon Okenfus
,Adult-Use Processor License,OCMPROC,In-Process,Pending,,,,OCMPROC-2024-000034,,Medfarm Inc,,98838C96-133E-4F4E-BCAF-A941333F56C8,884-886 Noxon Rd,,Poughkeepsie,NY,12603,Dutchess,Mid-Hudson,41.64391,-73.798253,Medfarminc.com,Non-Operational,Adult-Use Processing,,"Extraction; Infusing and Blending; and Packaging, Labeling and Branding",0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,,Jon Okenfus
,Adult-Use Retail Dispensary License,OCMRETL,In-Process,Pending,,,,OCMRETL-2023-000821,,MEDINA SMOKE SHOP INC,,A6AFBAC0-A5D8-41A5-9475-44361B962DD9,335 N Main St,,Medina,NY,14103,Orleans,Finger Lakes,43.22224,-78.38688,,Non-Operational,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,Mohamed Gobah
,Adult-Use Processor License,OCMPROC,In-Process,Pending,,,,OCMPROC-2023-000204,,MEDISON LLC,,68C71799-479F-4B4F-8634-A5B37536EC80,2271 Chatterton Ave,,Bronx,NY,10472,Bronx,Bronx,40.828786,73.85012,,Non-Operational,Adult-Use Processing,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,Edward Aponte
OCM-CULT-24-000114,Adult-Use Cultivator License,OCMCULT,Active,LICACT,07/10/2024 12:00:00 AM,07/10/2024 12:00:00 AM,07/10/2026 12:00:00 AM,OCMCULT-2023-000249,,"MegCare One, LLC",,1AA6F672-B7C9-4170-890C-33A75976FF42,,,,,,Oswego,Central NY,,,,Active,Adult-Use Cultivation,CCULT_OUTDOOR_T4,,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,,Thomas Hefferon
,Adult-Use Retail Dispensary License,OCMRETL,In-Process,Pending,,,,OCMRETL-2023-002224,,"Melyne, Inc",,2371C9AD-4A5F-4D25-9FA8-261BBF3111FF,3461 E Tremont Ave,,Bronx,NY,10465,Bronx,Bronx,40.83205,73.82707,,Non-Operational,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Chanesly Delahoz
,Adult-Use Retail Dispensary License,OCMRETL,In-Process,Pending,,,,OCMRETL-2023-001576,,MetroBud llc,,B6650803-D511-4D4E-BA9D-349AA8D8A6CB,72 W 106th St,,New York,NY,10025,New York,Manhattan,40.799,73.9627,,Non-Operational,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Jason Coello
,Adult-Use Retail Dispensary License,OCMRETL,In-Process,Pending,,,,OCMRETL-2023-001972,,"Metro Heights, LLC",,979CA672-2000-47BA-894A-B55D6DC6583A,1630 Eggert Rd,,Amherst,NY,14226,Erie,Western NY,42.97237,-78.80771,,Non-Operational,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,Makayla Berry
,Adult-Use Distributor License,OCMDIST,In-Process,Pending,,,,OCMDIST-2023-000271,,MFNY Distribution LLC,,08F86984-42FD-4B35-9884-147FF654902D,320 Mount Airy Rd,,New Windsor,NY,12553,Orange,Mid-Hudson,41.469528,-74.096914,,Non-Operational,Adult-Use Distribution,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matthew Garzia
OCM-CULT-24-000176,Adult-Use Cultivator License,OCMCULT,Active,LICACT,10/15/2024 12:00:00 AM,10/15/2024 12:00:00 AM,10/15/2026 12:00:00 AM,OCMCULT-2024-000019,,MFNY Operations LLC,,42DE0E97-9A91-42E7-9EDF-C2AE8B487E69,,,,,,Orange,Mid-Hudson,,,www.mfny.co,Active,Adult-Use Cultivation,CCULT_MIXED_T3,,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,,Michael Kandhorov
,Adult-Use Processor License,OCMPROC,In-Process,Pending,,,,OCMPROC-2024-000015,,"MFNY Processor, LLC",,F8079D50-7F09-4EBF-B28C-46AA5F17E69B,320 Mount Airy Rd,,New Windsor,NY,12553,Orange,Mid-Hudson,41.469632,-74.096939,www.mfny.co,Non-Operational,Adult-Use Processing,,"Extraction; Infusing and Blending; and Packaging, Labeling and Branding",0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,,Michael Kandhorov
OCM-CAURD-24-000096,Conditional Adult-Use Retail Dispensary License,OCMCAURD22,Active,LICACT,03/05/2024 12:00:00 AM,03/05/2024 12:00:00 AM,03/05/2026 12:00:00 AM,OCMCAURDP-2023-000025,,MICHAEL D GANT,SMILEY EXOTICS,110672,201 E 30th St,,New York,NY,10016,New York,Manhattan,,,,Active,AdultUseRetail,,,,,,,,,,,,,,,,,,,03/29/2024 12:00:00 AM,Heidy Palmer
OCM-MICR-24-000089,Adult-Use Microbusiness License,OCMMICR,Active,LICACT,02/16/2024 12:00:00 AM,02/16/2024 12:00:00 AM,02/16/2026 12:00:00 AM,OCMMICR-2023-000218,,Michael D Warholic JR,Township Valley Farm,C51B9723-AF9C-4D95-A339-52CD7D8FE864,,,,,,Delaware,Southern Tier,,,townshipvalleymushrooms.com,Active,"Adult-Use Cultivation, Adult-Use Processing, Adult-Use Distribution",,,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,,Michael Warholic
,Conditional Adult-Use Retail Dispensary License,OCMCAURD22,In-Process,Pending,,,,OCMCAURDP-2024-000074,,Michael Pagan,,LID186,20a West 14th Street,,New York,NY,10011,New York,,40.73622802,-73.99429845,,,Adult-Use Retail Sales,,,,,,,,,,,,,,,,,,,,
OCM-RETL-24-000176,Adult-Use Retail Dispensary License,OCMRETL,Active,LICACT,09/12/2024 12:00:00 AM,09/12/2024 12:00:00 AM,09/12/2026 12:00:00 AM,OCMRETL-2023-000409,,michael schweikowsky,The Cannabis Store,C140AC4B-C806-4B6E-A428-F3BD1B400FD3,1936 S Park Ave,,Buffalo,NY,14220,Erie,Western NY,42.84602,78.82343,,Active,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Michael Schweikowsky
OCM-RETL-24-000048,Adult-Use Retail Dispensary License,OCMRETL,Active,LICACT,04/08/2024 12:00:00 AM,04/08/2024 12:00:00 AM,04/08/2026 12:00:00 AM,OCMRETL-2023-001250,Minority-Owned Business,MIDNIGHT MOON CORP,,41192A23-42E6-48BF-A251-4F52CEE3E307,1536 Amsterdam Ave,,New York,NY,10031,New York,Manhattan,40.82039,-73.95199,,Active,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,09/23/2024 12:00:00 AM,Leonel Arias
OCM-CAURD-24-000065,Conditional Adult-Use Retail Dispensary License,OCMCAURD22,Active,LICACT,01/25/2024 12:00:00 AM,01/25/2024 12:00:00 AM,01/25/2026 12:00:00 AM,OCMCAURDP-2023-000101,,Mighty Lucky LLC,,108584,259 Bowery,,New York,NY,10002,New York,Manhattan,,,,Active,AdultUseRetail,,,,,,,,,,,,,,,,,,,04/18/2024 12:00:00 AM,Bernard Allulli
,Adult-Use Retail Dispensary License,OCMRETL,In-Process,Pending,,,,OCMRETL-2023-001654,,Mikon LLC,,39B3C40D-CBE9-4544-8915-AA6F3609DD7F,38 Meserole St,Storefront Unit Cf,Brooklyn,NY,11206,Kings,Brooklyn,40.70732,-73.94899,,Non-Operational,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Mikhail Stoliarov
OCM-RETL-24-000161,Adult-Use Retail Dispensary License,OCMRETL,Active,LICACT,08/19/2024 12:00:00 AM,08/19/2024 12:00:00 AM,08/19/2026 12:00:00 AM,OCMRETL-2023-000320,Minority-Owned Business,Mileva LLC,,496F3AB8-023C-44DB-AF12-1E87C7417FFF,3873 Main St,,Warrensburg,NY,12885,Warren,Capital District,43.49677,-73.77636,,Active,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,Matthew Leonardo
,Adult-Use Microbusiness License,OCMMICR,In-Process,Pending,,,,OCMMICR-2023-000135,,Milk Burger INC,,A70C040D-4EB8-42FA-B279-7E987F44AC4D,148 Bruckner Blvd,,Bronx,NY,10454,Bronx,Bronx,40.8035647,-73.9201071,,Non-Operational,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,Erik Mayor
OCM-RETL-24-000188,Adult-Use Retail Dispensary License,OCMRETL,Active,LICACT,09/26/2024 12:00:00 AM,09/26/2024 12:00:00 AM,09/26/2026 12:00:00 AM,OCMRETL-2023-001680,,"Mill Lane Provisions, LLC",,200CBCD8-3327-4219-BC68-FDA4AA78DF59,102 State St,,Schenectady,NY,12305,Schenectady,Capital District,42.814934,-73.947528,,Active,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,Gregory Landolfo
,Adult-Use Cultivator License,OCMCULT,In-Process,Pending,,,,OCMCULT-2023-000097,,Mind Full Herbs LLC,,75EDEE5B-ECB8-4604-86F7-F08AE672631F,,,,,,Niagara,Western NY,,,,Non-Operational,Adult-Use Cultivation,CULT_INDOOR_T2,,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,,Andre Montgomery
,Adult-Use Retail Dispensary License,OCMRETL,In-Process,Pending,,,,OCMRETL-2023-001213,,Mirae Corp,,40E09AC4-C9B8-42B9-ABB9-615B34FAF109,40-28 Murray Street,,Flushing,NY,11354,Queens,Queens,40.76332,-73.81285,,Non-Operational,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,Lee Siegel
OCM-RETL-24-000079,Adult-Use Retail Dispensary License,OCMRETL,Active,LICACT,05/01/2024 12:00:00 AM,05/01/2024 12:00:00 AM,05/01/2026 12:00:00 AM,OCMRETL-2023-001090,Women-Owned Business,"Misfits Dispensary R3, LLC",not applicable at the moment,98C32954-A57D-4A66-B6DC-EF746E9D7F93,"400 Jefferson Rd, Ste 2",,Rochester,NY,14623,Monroe,Finger Lakes,43.091008,-77.642096,www.misfitsdispensary.com,Active,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,Tin Tin Ren
,Adult-Use Distributor License,OCMDIST,In-Process,Pending,,,,OCMDIST-2023-000287,,Miss Perry Farms Distribution Inc.,,A94478A2-35F6-4424-A2E5-C7CEA07DFE67,9767 Starr Hill Rd,,Remsen,NY,13438,Oneida,Mohawk Valley,43.346024,-75.237784,,Non-Operational,Adult-Use Distribution,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Maria Perry
OCM-CULT-24-000085,Adult-Use Cultivator License,OCMCULT,Active,LICACT,05/13/2024 12:00:00 AM,05/13/2024 12:00:00 AM,05/13/2026 12:00:00 AM,OCMCULT-2023-000297,Minority-Owned Business,Miss Perry Farms LLC,,D6896AE5-73DA-4D8E-9B0B-9923A3A49FB7,,,,,,Oneida,Mohawk Valley,,,www.missperryfarms.com,Active,Adult-Use Cultivation,CCULT_COMBINATION_T2,,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,,Maria Perry
